,Shift Start,Shift End,Hours,DoW,Date
322,2020-03-11 08:00:00,2020-03-11 18:30:00,10.5,Wed,2020-03-11
323,2020-03-12 08:00:00,2020-03-12 19:30:00,11.5,Thu,2020-03-12
324,2020-03-13 07:00:00,2020-03-13 17:30:00,10.5,Fri,2020-03-13
325,2020-03-16 08:00:00,2020-03-16 19:00:00,11.0,Mon,2020-03-16
326,2020-03-17 08:00:00,2020-03-17 18:30:00,10.5,Tue,2020-03-17
327,2020-03-18 08:00:00,2020-03-18 19:30:00,11.5,Wed,2020-03-18
328,2020-03-19 08:00:00,2020-03-19 18:00:00,10.0,Thu,2020-03-19
329,2020-03-20 08:00:00,2020-03-20 18:00:00,10.0,Fri,2020-03-20
330,2020-03-23 09:30:00,2020-03-23 18:00:00,8.5,Mon,2020-03-23
331,2020-03-24 08:00:00,2020-03-24 19:00:00,11.0,Tue,2020-03-24
332,2020-03-25 08:00:00,2020-03-25 18:30:00,10.5,Wed,2020-03-25
333,2020-03-26 08:00:00,2020-03-26 19:00:00,11.0,Thu,2020-03-26
334,2020-03-27 08:00:00,2020-03-27 19:30:00,11.5,Fri,2020-03-27
335,2020-03-30 08:00:00,2020-03-30 19:00:00,11.0,Mon,2020-03-30
336,2020-03-31 08:00:00,2020-03-31 19:00:00,11.0,Tue,2020-03-31
337,2020-04-01 08:00:00,2020-04-01 19:00:00,11.0,Wed,2020-04-01
338,2020-04-02 08:00:00,2020-04-02 18:30:00,10.5,Thu,2020-04-02
339,2020-04-03 08:00:00,2020-04-03 18:30:00,10.5,Fri,2020-04-03
340,2020-04-06 08:00:00,2020-04-06 18:00:00,10.0,Mon,2020-04-06
341,2020-04-07 08:00:00,2020-04-07 18:30:00,10.5,Tue,2020-04-07
342,2020-04-08 08:00:00,2020-04-08 18:30:00,10.5,Wed,2020-04-08
343,2020-04-09 08:00:00,2020-04-09 18:30:00,10.5,Thu,2020-04-09
344,2020-04-10 08:00:00,2020-04-10 18:00:00,10.0,Fri,2020-04-10
345,2020-04-13 08:00:00,2020-04-13 19:00:00,11.0,Mon,2020-04-13
346,2020-04-14 08:00:00,2020-04-14 18:00:00,10.0,Tue,2020-04-14
347,2020-04-15 08:00:00,2020-04-15 20:30:00,12.5,Wed,2020-04-15
348,2020-04-16 08:00:00,2020-04-16 18:00:00,10.0,Thu,2020-04-16
349,2020-04-17 08:00:00,2020-04-17 17:30:00,9.5,Fri,2020-04-17
350,2020-04-20 08:00:00,2020-04-20 18:30:00,10.5,Mon,2020-04-20
351,2020-04-21 08:00:00,2020-04-21 18:00:00,10.0,Tue,2020-04-21
352,2020-04-22 08:00:00,2020-04-22 18:00:00,10.0,Wed,2020-04-22
353,2020-04-23 08:00:00,2020-04-23 18:00:00,10.0,Thu,2020-04-23
354,2020-04-24 08:00:00,2020-04-24 16:30:00,8.5,Fri,2020-04-24
355,2020-04-27 08:00:00,2020-04-27 18:00:00,10.0,Mon,2020-04-27
356,2020-04-28 08:00:00,2020-04-28 19:00:00,11.0,Tue,2020-04-28
357,2020-04-29 08:00:00,2020-04-29 18:00:00,10.0,Wed,2020-04-29
358,2020-04-30 08:00:00,2020-04-30 18:30:00,10.5,Thu,2020-04-30
359,2020-05-01 08:00:00,2020-05-01 18:30:00,10.5,Fri,2020-05-01
360,2020-05-04 08:00:00,2020-05-04 18:00:00,10.0,Mon,2020-05-04
361,2020-05-05 08:00:00,2020-05-05 18:00:00,10.0,Tue,2020-05-05
362,2020-05-06 08:00:00,2020-05-06 18:00:00,10.0,Wed,2020-05-06
363,2020-05-07 08:00:00,2020-05-07 20:30:00,12.5,Thu,2020-05-07
364,2020-05-08 08:00:00,2020-05-08 20:30:00,12.5,Fri,2020-05-08
365,2020-05-11 08:00:00,2020-05-11 18:00:00,10.0,Mon,2020-05-11
366,2020-05-12 08:00:00,2020-05-12 18:00:00,10.0,Tue,2020-05-12
367,2020-05-13 08:00:00,2020-05-13 18:30:00,10.5,Wed,2020-05-13
368,2020-05-14 08:00:00,2020-05-14 20:30:00,12.5,Thu,2020-05-14
369,2020-05-15 08:00:00,2020-05-15 18:30:00,10.5,Fri,2020-05-15
370,2020-05-18 08:00:00,2020-05-18 18:30:00,10.5,Mon,2020-05-18
371,2020-05-19 08:00:00,2020-05-19 19:30:00,11.5,Tue,2020-05-19
372,2020-05-20 08:00:00,2020-05-20 19:30:00,11.5,Wed,2020-05-20
373,2020-05-21 08:00:00,2020-05-21 19:00:00,11.0,Thu,2020-05-21
374,2020-05-22 08:00:00,2020-05-22 17:30:00,9.5,Fri,2020-05-22
375,2020-05-25 08:00:00,2020-05-25 18:00:00,10.0,Mon,2020-05-25
376,2020-05-26 08:00:00,2020-05-26 17:30:00,9.5,Tue,2020-05-26
377,2020-05-27 08:00:00,2020-05-27 17:00:00,9.0,Wed,2020-05-27
378,2020-05-28 08:00:00,2020-05-28 20:00:00,12.0,Thu,2020-05-28
379,2020-05-29 08:00:00,2020-05-29 19:30:00,11.5,Fri,2020-05-29
380,2020-06-01 08:00:00,2020-06-01 18:30:00,10.5,Mon,2020-06-01
381,2020-06-02 08:00:00,2020-06-02 18:00:00,10.0,Tue,2020-06-02
382,2020-06-03 08:00:00,2020-06-03 18:30:00,10.5,Wed,2020-06-03
383,2020-06-04 08:00:00,2020-06-04 18:30:00,10.5,Thu,2020-06-04
384,2020-06-05 08:00:00,2020-06-05 18:00:00,10.0,Fri,2020-06-05
385,2020-06-08 08:00:00,2020-06-08 18:30:00,10.5,Mon,2020-06-08
386,2020-06-09 08:00:00,2020-06-09 18:30:00,10.5,Tue,2020-06-09
387,2020-06-10 08:00:00,2020-06-10 18:30:00,10.5,Wed,2020-06-10
388,2020-06-11 08:00:00,2020-06-11 18:30:00,10.5,Thu,2020-06-11
389,2020-06-12 08:00:00,2020-06-12 17:30:00,9.5,Fri,2020-06-12
390,2020-06-15 08:00:00,2020-06-15 18:30:00,10.5,Mon,2020-06-15
391,2020-06-16 08:30:00,2020-06-16 20:30:00,12.0,Tue,2020-06-16
392,2020-06-17 08:00:00,2020-06-17 19:30:00,11.5,Wed,2020-06-17
393,2020-06-18 08:00:00,2020-06-18 18:30:00,10.5,Thu,2020-06-18
394,2020-06-19 08:00:00,2020-06-19 18:00:00,10.0,Fri,2020-06-19
395,2020-06-22 08:00:00,2020-06-22 18:00:00,10.0,Mon,2020-06-22
396,2020-06-23 08:00:00,2020-06-23 18:30:00,10.5,Tue,2020-06-23
397,2020-06-24 08:00:00,2020-06-24 18:00:00,10.0,Wed,2020-06-24
398,2020-06-25 08:00:00,2020-06-25 18:30:00,10.5,Thu,2020-06-25
399,2020-06-26 08:00:00,2020-06-26 18:30:00,10.5,Fri,2020-06-26
400,2020-06-29 08:00:00,2020-06-29 18:00:00,10.0,Mon,2020-06-29
401,2020-06-30 08:00:00,2020-06-30 18:00:00,10.0,Tue,2020-06-30
402,2020-07-01 08:00:00,2020-07-01 19:00:00,11.0,Wed,2020-07-01
403,2020-07-02 08:00:00,2020-07-02 18:30:00,10.5,Thu,2020-07-02
404,2020-07-03 08:00:00,2020-07-03 18:00:00,10.0,Fri,2020-07-03
405,2020-07-06 08:00:00,2020-07-06 18:30:00,10.5,Mon,2020-07-06
406,2020-07-07 08:00:00,2020-07-07 19:30:00,11.5,Tue,2020-07-07
407,2020-07-08 08:00:00,2020-07-08 18:30:00,10.5,Wed,2020-07-08
408,2020-07-09 08:00:00,2020-07-09 18:00:00,10.0,Thu,2020-07-09
409,2020-07-10 08:00:00,2020-07-10 17:30:00,9.5,Fri,2020-07-10
410,2020-07-13 08:00:00,2020-07-13 19:00:00,11.0,Mon,2020-07-13
411,2020-07-14 08:00:00,2020-07-14 18:00:00,10.0,Tue,2020-07-14
412,2020-07-15 08:00:00,2020-07-15 18:30:00,10.5,Wed,2020-07-15
413,2020-07-16 08:00:00,2020-07-16 18:30:00,10.5,Thu,2020-07-16
414,2020-07-17 08:00:00,2020-07-17 18:30:00,10.5,Fri,2020-07-17
415,2020-07-18 08:00:00,2020-07-18 15:30:00,7.5,Sat,2020-07-18
416,2020-07-20 08:00:00,2020-07-20 18:30:00,10.5,Mon,2020-07-20
417,2020-07-21 08:00:00,2020-07-21 18:30:00,10.5,Tue,2020-07-21
418,2020-07-22 08:00:00,2020-07-22 18:30:00,10.5,Wed,2020-07-22
419,2020-07-23 08:00:00,2020-07-23 18:00:00,10.0,Thu,2020-07-23
420,2020-07-24 08:00:00,2020-07-24 18:00:00,10.0,Fri,2020-07-24
421,2020-07-27 08:00:00,2020-07-27 18:00:00,10.0,Mon,2020-07-27
422,2020-07-28 08:00:00,2020-07-28 18:00:00,10.0,Tue,2020-07-28
423,2020-07-29 08:00:00,2020-07-29 18:00:00,10.0,Wed,2020-07-29
424,2020-07-30 08:00:00,2020-07-30 18:00:00,10.0,Thu,2020-07-30
425,2020-07-31 08:00:00,2020-07-31 19:00:00,11.0,Fri,2020-07-31
426,2020-08-01 18:00:00,2020-08-01 19:30:00,1.5,Sat,2020-08-01
427,2020-08-03 08:00:00,2020-08-03 18:30:00,10.5,Mon,2020-08-03
428,2020-08-04 08:00:00,2020-08-04 18:30:00,10.5,Tue,2020-08-04
429,2020-08-05 08:00:00,2020-08-05 17:30:00,9.5,Wed,2020-08-05
430,2020-08-06 08:00:00,2020-08-06 19:00:00,11.0,Thu,2020-08-06
431,2020-08-07 08:00:00,2020-08-07 18:30:00,10.5,Fri,2020-08-07
432,2020-08-10 08:00:00,2020-08-10 18:30:00,10.5,Mon,2020-08-10
433,2020-08-11 08:00:00,2020-08-11 18:30:00,10.5,Tue,2020-08-11
434,2020-08-12 08:00:00,2020-08-12 18:00:00,10.0,Wed,2020-08-12
435,2020-08-13 08:00:00,2020-08-13 18:30:00,10.5,Thu,2020-08-13
436,2020-08-14 08:00:00,2020-08-14 18:30:00,10.5,Fri,2020-08-14
437,2020-08-17 08:00:00,2020-08-17 20:00:00,12.0,Mon,2020-08-17
438,2020-08-18 08:00:00,2020-08-18 18:30:00,10.5,Tue,2020-08-18
439,2020-08-21 08:00:00,2020-08-21 18:30:00,10.5,Fri,2020-08-21
440,2020-08-22 19:30:00,2020-08-22 20:30:00,1.0,Sat,2020-08-22
441,2020-08-24 08:00:00,2020-08-24 20:30:00,12.5,Mon,2020-08-24
442,2020-08-25 08:00:00,2020-08-25 18:00:00,10.0,Tue,2020-08-25
443,2020-08-26 08:00:00,2020-08-26 17:30:00,9.5,Wed,2020-08-26
444,2020-08-27 08:00:00,2020-08-27 18:00:00,10.0,Thu,2020-08-27
445,2020-08-28 08:00:00,2020-08-28 18:30:00,10.5,Fri,2020-08-28
446,2020-08-31 08:00:00,2020-08-31 18:30:00,10.5,Mon,2020-08-31
447,2020-09-01 08:00:00,2020-09-01 18:00:00,10.0,Tue,2020-09-01
448,2020-09-02 08:00:00,2020-09-02 19:30:00,11.5,Wed,2020-09-02
449,2020-09-03 08:00:00,2020-09-03 18:00:00,10.0,Thu,2020-09-03
450,2020-09-04 08:00:00,2020-09-04 18:00:00,10.0,Fri,2020-09-04
451,2020-09-05 09:30:00,2020-09-05 12:30:00,3.0,Sat,2020-09-05
452,2020-09-07 08:00:00,2020-09-07 18:00:00,10.0,Mon,2020-09-07
453,2020-09-08 08:00:00,2020-09-08 18:30:00,10.5,Tue,2020-09-08
454,2020-09-09 08:00:00,2020-09-09 18:00:00,10.0,Wed,2020-09-09
455,2020-09-10 08:00:00,2020-09-10 18:00:00,10.0,Thu,2020-09-10
456,2020-09-11 08:00:00,2020-09-11 18:00:00,10.0,Fri,2020-09-11
457,2020-09-14 08:00:00,2020-09-14 22:30:00,14.5,Mon,2020-09-14
458,2020-09-15 08:00:00,2020-09-15 18:00:00,10.0,Tue,2020-09-15
459,2020-09-16 08:00:00,2020-09-16 19:30:00,11.5,Wed,2020-09-16
460,2020-09-17 08:00:00,2020-09-17 20:30:00,12.5,Thu,2020-09-17
461,2020-09-18 08:00:00,2020-09-18 18:30:00,10.5,Fri,2020-09-18
462,2020-09-21 08:00:00,2020-09-21 18:00:00,10.0,Mon,2020-09-21
463,2020-09-22 08:00:00,2020-09-22 18:00:00,10.0,Tue,2020-09-22
464,2020-09-23 08:00:00,2020-09-23 18:30:00,10.5,Wed,2020-09-23
465,2020-09-24 08:00:00,2020-09-24 18:00:00,10.0,Thu,2020-09-24
466,2020-09-25 08:00:00,2020-09-25 18:00:00,10.0,Fri,2020-09-25
467,2020-09-26 17:30:00,2020-09-26 20:00:00,2.5,Sat,2020-09-26
468,2020-09-28 08:00:00,2020-09-28 18:00:00,10.0,Mon,2020-09-28
469,2020-09-29 08:00:00,2020-09-29 19:00:00,11.0,Tue,2020-09-29
470,2020-09-30 08:00:00,2020-09-30 19:00:00,11.0,Wed,2020-09-30
471,2020-10-01 08:00:00,2020-10-01 17:30:00,9.5,Thu,2020-10-01
472,2020-10-02 08:00:00,2020-10-02 18:00:00,10.0,Fri,2020-10-02
473,2020-10-03 19:00:00,2020-10-03 21:00:00,2.0,Sat,2020-10-03
474,2020-10-04 18:00:00,2020-10-04 20:00:00,2.0,Sun,2020-10-04
475,2020-10-05 08:00:00,2020-10-05 20:00:00,12.0,Mon,2020-10-05
476,2020-10-06 08:00:00,2020-10-06 19:00:00,11.0,Tue,2020-10-06
477,2020-10-07 08:00:00,2020-10-07 19:00:00,11.0,Wed,2020-10-07
478,2020-10-08 08:00:00,2020-10-08 17:30:00,9.5,Thu,2020-10-08
479,2020-10-09 08:00:00,2020-10-09 18:00:00,10.0,Fri,2020-10-09
480,2020-10-10 11:00:00,2020-10-10 18:00:00,7.0,Sat,2020-10-10
481,2020-10-12 08:00:00,2020-10-12 18:30:00,10.5,Mon,2020-10-12
482,2020-10-13 08:00:00,2020-10-13 19:00:00,11.0,Tue,2020-10-13
483,2020-10-14 08:00:00,2020-10-14 18:00:00,10.0,Wed,2020-10-14
484,2020-10-15 08:00:00,2020-10-15 18:00:00,10.0,Thu,2020-10-15
485,2020-10-16 08:00:00,2020-10-16 17:30:00,9.5,Fri,2020-10-16
486,2020-10-17 16:00:00,2020-10-17 17:30:00,1.5,Sat,2020-10-17
487,2020-10-19 08:00:00,2020-10-19 18:00:00,10.0,Mon,2020-10-19
488,2020-10-20 08:00:00,2020-10-20 18:00:00,10.0,Tue,2020-10-20
489,2020-10-21 08:00:00,2020-10-21 18:00:00,10.0,Wed,2020-10-21
490,2020-10-22 08:00:00,2020-10-22 22:00:00,14.0,Thu,2020-10-22
491,2020-10-23 08:00:00,2020-10-23 18:30:00,10.5,Fri,2020-10-23
492,2020-10-26 08:00:00,2020-10-26 18:00:00,10.0,Mon,2020-10-26
493,2020-10-27 08:00:00,2020-10-27 18:00:00,10.0,Tue,2020-10-27
494,2020-10-28 08:00:00,2020-10-28 20:00:00,12.0,Wed,2020-10-28
495,2020-10-29 08:00:00,2020-10-29 18:00:00,10.0,Thu,2020-10-29
496,2020-10-30 08:00:00,2020-10-30 18:30:00,10.5,Fri,2020-10-30
497,2020-11-02 08:00:00,2020-11-02 18:00:00,10.0,Mon,2020-11-02
498,2020-11-03 08:00:00,2020-11-03 18:00:00,10.0,Tue,2020-11-03
499,2020-11-04 08:00:00,2020-11-04 18:30:00,10.5,Wed,2020-11-04
500,2020-11-05 08:00:00,2020-11-05 18:00:00,10.0,Thu,2020-11-05
501,2020-11-06 08:00:00,2020-11-06 18:00:00,10.0,Fri,2020-11-06
502,2020-11-08 17:00:00,2020-11-08 19:00:00,2.0,Sun,2020-11-08
503,2020-11-09 08:00:00,2020-11-09 18:00:00,10.0,Mon,2020-11-09
504,2020-11-10 08:00:00,2020-11-10 22:00:00,14.0,Tue,2020-11-10
505,2020-11-11 08:00:00,2020-11-11 20:30:00,12.5,Wed,2020-11-11
506,2020-11-12 08:00:00,2020-11-12 18:00:00,10.0,Thu,2020-11-12
507,2020-11-13 08:00:00,2020-11-13 17:30:00,9.5,Fri,2020-11-13
508,2020-11-16 08:00:00,2020-11-16 21:00:00,13.0,Mon,2020-11-16
509,2020-11-17 08:00:00,2020-11-17 20:00:00,12.0,Tue,2020-11-17
510,2020-11-18 08:00:00,2020-11-18 18:30:00,10.5,Wed,2020-11-18
511,2020-11-19 08:00:00,2020-11-19 18:00:00,10.0,Thu,2020-11-19
512,2020-11-20 08:00:00,2020-11-20 18:00:00,10.0,Fri,2020-11-20
513,2020-11-22 19:30:00,2020-11-22 20:00:00,0.5,Sun,2020-11-22
514,2020-11-23 08:00:00,2020-11-23 18:00:00,10.0,Mon,2020-11-23
515,2020-11-24 08:00:00,2020-11-24 18:00:00,10.0,Tue,2020-11-24
516,2020-11-25 08:00:00,2020-11-25 19:00:00,11.0,Wed,2020-11-25
517,2020-11-26 08:00:00,2020-11-26 18:00:00,10.0,Thu,2020-11-26
518,2020-11-30 08:00:00,2020-11-30 19:00:00,11.0,Mon,2020-11-30
519,2020-12-01 08:00:00,2020-12-01 18:00:00,10.0,Tue,2020-12-01
520,2020-12-02 08:00:00,2020-12-02 18:00:00,10.0,Wed,2020-12-02
521,2020-12-03 08:00:00,2020-12-03 18:00:00,10.0,Thu,2020-12-03
522,2020-12-08 08:00:00,2020-12-08 21:30:00,13.5,Tue,2020-12-08
523,2020-12-09 08:00:00,2020-12-09 18:00:00,10.0,Wed,2020-12-09
524,2020-12-10 08:00:00,2020-12-10 18:00:00,10.0,Thu,2020-12-10
525,2020-12-11 08:00:00,2020-12-11 18:00:00,10.0,Fri,2020-12-11
526,2020-12-14 08:00:00,2020-12-14 21:30:00,13.5,Mon,2020-12-14
527,2020-12-15 08:00:00,2020-12-15 18:30:00,10.5,Tue,2020-12-15
528,2020-12-16 08:00:00,2020-12-16 18:00:00,10.0,Wed,2020-12-16
529,2020-12-17 08:00:00,2020-12-17 18:30:00,10.5,Thu,2020-12-17
530,2020-12-18 08:00:00,2020-12-18 18:00:00,10.0,Fri,2020-12-18
531,2020-12-19 17:30:00,2020-12-19 20:30:00,3.0,Sat,2020-12-19
532,2020-12-21 08:00:00,2020-12-21 19:00:00,11.0,Mon,2020-12-21
533,2020-12-22 08:00:00,2020-12-22 20:00:00,12.0,Tue,2020-12-22
534,2020-12-23 08:00:00,2020-12-23 18:00:00,10.0,Wed,2020-12-23
535,2020-12-24 08:00:00,2020-12-24 18:00:00,10.0,Thu,2020-12-24
536,2020-12-28 08:00:00,2020-12-28 18:30:00,10.5,Mon,2020-12-28
537,2020-12-29 08:00:00,2020-12-29 19:30:00,11.5,Tue,2020-12-29
538,2020-12-30 08:00:00,2020-12-30 18:30:00,10.5,Wed,2020-12-30
539,2020-12-31 08:00:00,2020-12-31 18:00:00,10.0,Thu,2020-12-31
540,2021-01-04 08:00:00,2021-01-04 18:00:00,10.0,Mon,2021-01-04
541,2021-01-05 08:00:00,2021-01-05 18:00:00,10.0,Tue,2021-01-05
542,2021-01-06 08:00:00,2021-01-06 18:00:00,10.0,Wed,2021-01-06
543,2021-01-07 08:00:00,2021-01-07 18:30:00,10.5,Thu,2021-01-07
544,2021-01-08 08:00:00,2021-01-08 18:00:00,10.0,Fri,2021-01-08
545,2021-01-11 08:00:00,2021-01-11 18:00:00,10.0,Mon,2021-01-11
546,2021-01-12 08:00:00,2021-01-12 18:30:00,10.5,Tue,2021-01-12
547,2021-01-13 08:00:00,2021-01-13 19:30:00,11.5,Wed,2021-01-13
548,2021-01-14 08:00:00,2021-01-14 18:00:00,10.0,Thu,2021-01-14
549,2021-01-15 08:00:00,2021-01-15 18:30:00,10.5,Fri,2021-01-15
550,2021-01-18 08:00:00,2021-01-18 18:30:00,10.5,Mon,2021-01-18
551,2021-01-19 08:00:00,2021-01-19 18:30:00,10.5,Tue,2021-01-19
552,2021-01-20 08:00:00,2021-01-20 18:00:00,10.0,Wed,2021-01-20
553,2021-01-21 07:30:00,2021-01-21 19:00:00,11.5,Thu,2021-01-21
554,2021-01-22 08:00:00,2021-01-22 17:30:00,9.5,Fri,2021-01-22
555,2021-01-25 08:00:00,2021-01-25 18:30:00,10.5,Mon,2021-01-25
556,2021-01-26 08:00:00,2021-01-26 18:00:00,10.0,Tue,2021-01-26
557,2021-01-27 08:00:00,2021-01-27 18:30:00,10.5,Wed,2021-01-27
558,2021-01-28 08:00:00,2021-01-28 18:30:00,10.5,Thu,2021-01-28
559,2021-01-29 08:00:00,2021-01-29 18:00:00,10.0,Fri,2021-01-29
560,2021-01-31 13:30:00,2021-01-31 15:00:00,1.5,Sun,2021-01-31
561,2021-02-01 08:00:00,2021-02-01 20:00:00,12.0,Mon,2021-02-01
562,2021-02-02 08:00:00,2021-02-02 20:00:00,12.0,Tue,2021-02-02
563,2021-02-03 08:00:00,2021-02-03 18:00:00,10.0,Wed,2021-02-03
564,2021-02-04 08:00:00,2021-02-04 20:00:00,12.0,Thu,2021-02-04
565,2021-02-05 08:00:00,2021-02-05 18:00:00,10.0,Fri,2021-02-05
566,2021-02-06 13:00:00,2021-02-06 14:00:00,1.0,Sat,2021-02-06
567,2021-02-08 08:00:00,2021-02-08 18:00:00,10.0,Mon,2021-02-08
568,2021-02-09 08:00:00,2021-02-09 21:30:00,13.5,Tue,2021-02-09
569,2021-02-10 08:00:00,2021-02-10 19:00:00,11.0,Wed,2021-02-10
570,2021-02-11 08:00:00,2021-02-11 19:30:00,11.5,Thu,2021-02-11
571,2021-02-12 08:00:00,2021-02-12 20:00:00,12.0,Fri,2021-02-12
572,2021-02-15 08:00:00,2021-02-15 18:00:00,10.0,Mon,2021-02-15
573,2021-02-16 08:00:00,2021-02-16 18:30:00,10.5,Tue,2021-02-16
574,2021-02-17 08:00:00,2021-02-17 19:30:00,11.5,Wed,2021-02-17
575,2021-02-18 08:00:00,2021-02-18 20:30:00,12.5,Thu,2021-02-18
576,2021-02-19 08:00:00,2021-02-19 18:00:00,10.0,Fri,2021-02-19
577,2021-02-20 10:00:00,2021-02-20 13:00:00,3.0,Sat,2021-02-20
578,2021-02-22 08:00:00,2021-02-22 18:00:00,10.0,Mon,2021-02-22
579,2021-02-23 08:00:00,2021-02-23 19:00:00,11.0,Tue,2021-02-23
580,2021-02-24 08:00:00,2021-02-24 20:30:00,12.5,Wed,2021-02-24
581,2021-02-25 08:00:00,2021-02-25 19:00:00,11.0,Thu,2021-02-25
582,2021-02-26 08:00:00,2021-02-26 18:00:00,10.0,Fri,2021-02-26
583,2021-02-27 19:00:00,2021-02-27 20:30:00,1.5,Sat,2021-02-27
584,2021-03-01 08:00:00,2021-03-01 20:00:00,12.0,Mon,2021-03-01
585,2021-03-02 08:00:00,2021-03-02 19:30:00,11.5,Tue,2021-03-02
586,2021-03-03 08:00:00,2021-03-03 18:00:00,10.0,Wed,2021-03-03
587,2021-03-04 08:00:00,2021-03-04 20:00:00,12.0,Thu,2021-03-04
588,2021-03-05 08:00:00,2021-03-05 18:00:00,10.0,Fri,2021-03-05
589,2021-03-07 20:00:00,2021-03-07 21:00:00,1.0,Sun,2021-03-07
590,2021-03-08 08:00:00,2021-03-08 18:30:00,10.5,Mon,2021-03-08
591,2021-03-09 08:00:00,2021-03-09 19:00:00,11.0,Tue,2021-03-09
592,2021-03-10 08:00:00,2021-03-10 19:00:00,11.0,Wed,2021-03-10
593,2021-03-11 08:00:00,2021-03-11 18:00:00,10.0,Thu,2021-03-11
594,2021-03-12 08:00:00,2021-03-12 18:30:00,10.5,Fri,2021-03-12
595,2021-03-13 11:00:00,2021-03-13 12:30:00,1.5,Sat,2021-03-13
596,2021-03-14 12:00:00,2021-03-14 13:00:00,1.0,Sun,2021-03-14
597,2021-03-15 08:00:00,2021-03-15 18:00:00,10.0,Mon,2021-03-15
598,2021-03-16 08:00:00,2021-03-16 18:30:00,10.5,Tue,2021-03-16
599,2021-03-17 08:00:00,2021-03-17 21:00:00,13.0,Wed,2021-03-17
600,2021-03-18 08:00:00,2021-03-18 20:00:00,12.0,Thu,2021-03-18
601,2021-03-21 17:00:00,2021-03-21 18:00:00,1.0,Sun,2021-03-21
602,2021-03-22 08:00:00,2021-03-22 18:30:00,10.5,Mon,2021-03-22
603,2021-03-23 08:00:00,2021-03-23 20:00:00,12.0,Tue,2021-03-23
604,2021-03-24 08:00:00,2021-03-24 18:00:00,10.0,Wed,2021-03-24
605,2021-03-25 08:00:00,2021-03-25 21:30:00,13.5,Thu,2021-03-25
606,2021-03-26 08:00:00,2021-03-26 19:00:00,11.0,Fri,2021-03-26
607,2021-03-27 13:00:00,2021-03-27 14:00:00,1.0,Sat,2021-03-27
608,2021-03-29 08:00:00,2021-03-29 19:30:00,11.5,Mon,2021-03-29
609,2021-03-30 08:00:00,2021-03-30 19:00:00,11.0,Tue,2021-03-30
610,2021-03-31 08:00:00,2021-03-31 18:00:00,10.0,Wed,2021-03-31
611,2021-04-01 08:00:00,2021-04-01 18:00:00,10.0,Thu,2021-04-01
612,2021-04-02 08:00:00,2021-04-02 18:00:00,10.0,Fri,2021-04-02
613,2021-04-04 07:30:00,2021-04-04 09:00:00,1.5,Sun,2021-04-04
614,2021-04-05 08:00:00,2021-04-05 18:00:00,10.0,Mon,2021-04-05
615,2021-04-06 08:00:00,2021-04-06 18:30:00,10.5,Tue,2021-04-06
616,2021-04-07 08:00:00,2021-04-07 20:00:00,12.0,Wed,2021-04-07
617,2021-04-08 08:00:00,2021-04-08 17:30:00,9.5,Thu,2021-04-08
618,2021-04-09 08:00:00,2021-04-09 18:00:00,10.0,Fri,2021-04-09
619,2021-04-12 08:00:00,2021-04-12 18:30:00,10.5,Mon,2021-04-12
620,2021-04-13 08:00:00,2021-04-13 19:30:00,11.5,Tue,2021-04-13
621,2021-04-14 08:00:00,2021-04-14 17:30:00,9.5,Wed,2021-04-14
622,2021-04-15 08:00:00,2021-04-15 17:30:00,9.5,Thu,2021-04-15
623,2021-04-16 08:00:00,2021-04-16 18:00:00,10.0,Fri,2021-04-16
624,2021-04-18 16:00:00,2021-04-18 19:00:00,3.0,Sun,2021-04-18
625,2021-04-19 08:00:00,2021-04-19 20:30:00,12.5,Mon,2021-04-19
626,2021-04-20 08:00:00,2021-04-20 18:30:00,10.5,Tue,2021-04-20
627,2021-04-21 08:00:00,2021-04-21 19:00:00,11.0,Wed,2021-04-21
628,2021-04-22 08:00:00,2021-04-22 20:00:00,12.0,Thu,2021-04-22
629,2021-04-23 08:00:00,2021-04-23 18:00:00,10.0,Fri,2021-04-23
630,2021-04-24 18:00:00,2021-04-24 20:00:00,2.0,Sat,2021-04-24
631,2021-04-26 08:00:00,2021-04-26 19:00:00,11.0,Mon,2021-04-26
632,2021-04-27 08:00:00,2021-04-27 18:30:00,10.5,Tue,2021-04-27
633,2021-04-28 08:00:00,2021-04-28 18:00:00,10.0,Wed,2021-04-28
634,2021-04-29 08:00:00,2021-04-29 20:30:00,12.5,Thu,2021-04-29
635,2021-04-30 08:00:00,2021-04-30 19:00:00,11.0,Fri,2021-04-30
636,2021-05-03 08:00:00,2021-05-03 20:30:00,12.5,Mon,2021-05-03
637,2021-05-04 08:00:00,2021-05-04 18:00:00,10.0,Tue,2021-05-04
638,2021-05-05 08:00:00,2021-05-05 18:00:00,10.0,Wed,2021-05-05
639,2021-05-06 08:00:00,2021-05-06 18:30:00,10.5,Thu,2021-05-06
640,2021-05-07 08:00:00,2021-05-07 18:00:00,10.0,Fri,2021-05-07
641,2021-05-10 08:00:00,2021-05-10 20:00:00,12.0,Mon,2021-05-10
642,2021-05-11 08:00:00,2021-05-11 18:00:00,10.0,Tue,2021-05-11
643,2021-05-12 08:00:00,2021-05-12 18:30:00,10.5,Wed,2021-05-12
644,2021-05-13 08:00:00,2021-05-13 22:00:00,14.0,Thu,2021-05-13
645,2021-05-14 08:00:00,2021-05-14 18:00:00,10.0,Fri,2021-05-14
646,2021-05-16 16:00:00,2021-05-16 17:00:00,1.0,Sun,2021-05-16
